Entity,Code,Day,Cumulative excess deaths (central estimate),Total confirmed deaths due to COVID-19,"Cumulative excess deaths (95% CI, upper bound)","Cumulative excess deaths (95% CI, lower bound)"
Mexico,MEX,2021-09-17,,280917.0,,
Mexico,MEX,2021-09-18,,281462.0,,
Mexico,MEX,2021-09-19,,282009.0,,
Mexico,MEX,2021-09-20,615113.06,282503.0,615113.06,615113.06
Mexico,MEX,2021-09-21,,282977.0,,
Mexico,MEX,2021-09-22,,283516.0,,
Mexico,MEX,2021-09-23,,284062.0,,
Mexico,MEX,2021-09-24,,284532.0,,
Mexico,MEX,2021-09-25,,284968.0,,
Mexico,MEX,2021-09-26,,285425.0,,
Mexico,MEX,2021-09-27,621863.9,285838.0,621863.9,621863.9
Mexico,MEX,2021-09-28,,286262.0,,
Mexico,MEX,2021-09-29,,286691.0,,
Mexico,MEX,2021-09-30,,287128.0,,
Mexico,MEX,2021-10-01,,287531.0,,
Mexico,MEX,2021-10-02,,287902.0,,
Mexico,MEX,2021-10-03,,288288.0,,
Mexico,MEX,2021-10-04,627141.3,288638.0,627141.3,627141.3
Mexico,MEX,2021-10-05,,288997.0,,
Mexico,MEX,2021-10-06,,289384.0,,
Mexico,MEX,2021-10-07,,289721.0,,
Mexico,MEX,2021-10-08,,290026.0,,
Mexico,MEX,2021-10-09,,290337.0,,
Mexico,MEX,2021-10-10,,290677.0,,
Mexico,MEX,2021-10-11,631198.7,290967.0,631198.7,631198.7
Mexico,MEX,2021-10-12,,291254.0,,
Mexico,MEX,2021-10-13,,291569.0,,
Mexico,MEX,2021-10-14,,291860.0,,
Mexico,MEX,2021-10-15,,292150.0,,
Mexico,MEX,2021-10-16,,292414.0,,
Mexico,MEX,2021-10-17,,292683.0,,
Mexico,MEX,2021-10-18,634004.1,292953.0,634004.1,634004.1
Mexico,MEX,2021-10-19,,293185.0,,
Mexico,MEX,2021-10-20,,293417.0,,
Mexico,MEX,2021-10-21,,293644.0,,
Mexico,MEX,2021-10-22,,293880.0,,
Mexico,MEX,2021-10-23,,294104.0,,
Mexico,MEX,2021-10-24,,294316.0,,
Mexico,MEX,2021-10-25,636200.56,294532.0,636200.56,636200.56
Mexico,MEX,2021-10-26,,294728.0,,
Mexico,MEX,2021-10-27,,294933.0,,
Mexico,MEX,2021-10-28,,295117.0,,
Mexico,MEX,2021-10-29,,295300.0,,
Mexico,MEX,2021-10-30,,295488.0,,
Mexico,MEX,2021-10-31,,295691.0,,
Mexico,MEX,2021-11-01,638218.4,295865.0,638218.4,638218.4
Mexico,MEX,2021-11-02,,296012.0,,
Mexico,MEX,2021-11-03,,296205.0,,
Mexico,MEX,2021-11-04,,296370.0,,
Mexico,MEX,2021-11-05,,296553.0,,
Mexico,MEX,2021-11-06,,296700.0,,
Mexico,MEX,2021-11-07,,296850.0,,
Mexico,MEX,2021-11-08,640151.4,296992.0,640151.4,640151.4
Mexico,MEX,2021-11-09,,297136.0,,
Mexico,MEX,2021-11-10,,297314.0,,
Mexico,MEX,2021-11-11,,297451.0,,
Mexico,MEX,2021-11-12,,297598.0,,
Mexico,MEX,2021-11-13,,297748.0,,
Mexico,MEX,2021-11-14,,297862.0,,
Mexico,MEX,2021-11-15,642090.44,298008.0,642090.44,642090.44
Mexico,MEX,2021-11-16,,298144.0,,
Mexico,MEX,2021-11-17,,298293.0,,
Mexico,MEX,2021-11-18,,298447.0,,
Mexico,MEX,2021-11-19,,298576.0,,
Mexico,MEX,2021-11-20,,298702.0,,
Mexico,MEX,2021-11-21,,298827.0,,
Mexico,MEX,2021-11-22,642985.8,298967.0,642985.8,642985.8
Mexico,MEX,2021-11-23,,299102.0,,
Mexico,MEX,2021-11-24,,299245.0,,
Mexico,MEX,2021-11-25,,299378.0,,
Mexico,MEX,2021-11-26,,299509.0,,
Mexico,MEX,2021-11-27,,299626.0,,
Mexico,MEX,2021-11-28,,299754.0,,
Mexico,MEX,2021-11-29,644285.44,299884.0,644285.44,644285.44
Mexico,MEX,2021-11-30,,300022.0,,
Mexico,MEX,2021-12-01,,300144.0,,
Mexico,MEX,2021-12-02,,300280.0,,
Mexico,MEX,2021-12-03,,300440.0,,
Mexico,MEX,2021-12-04,,300555.0,,
Mexico,MEX,2021-12-05,,300694.0,,
Mexico,MEX,2021-12-06,645301.06,300802.0,645301.06,645301.06
Mexico,MEX,2021-12-07,,300929.0,,
Mexico,MEX,2021-12-08,,301073.0,,
Mexico,MEX,2021-12-09,,301204.0,,
Mexico,MEX,2021-12-10,,301347.0,,
Mexico,MEX,2021-12-11,,301483.0,,
Mexico,MEX,2021-12-12,,301597.0,,
Mexico,MEX,2021-12-13,645963.5,301726.0,645963.5,645963.5
Mexico,MEX,2021-12-14,,301841.0,,
Mexico,MEX,2021-12-15,,301967.0,,
Mexico,MEX,2021-12-16,,302096.0,,
Mexico,MEX,2021-12-17,,302220.0,,
Mexico,MEX,2021-12-18,,302339.0,,
Mexico,MEX,2021-12-19,,302445.0,,
Mexico,MEX,2021-12-20,647162.1,302576.0,647162.1,647162.1
Mexico,MEX,2021-12-21,,302689.0,,
Mexico,MEX,2021-12-22,,302798.0,,
Mexico,MEX,2021-12-23,,302914.0,,
Mexico,MEX,2021-12-24,,303037.0,,
Mexico,MEX,2021-12-25,,303134.0,,
Mexico,MEX,2021-12-26,,303255.0,,
Mexico,MEX,2021-12-27,648090.3,303366.0,648090.3,648090.3
Mexico,MEX,2021-12-28,,303484.0,,
Mexico,MEX,2021-12-29,,303602.0,,
Mexico,MEX,2021-12-30,,303719.0,,
Mexico,MEX,2021-12-31,,303822.0,,
Mexico,MEX,2022-01-01,,303918.0,,
Mexico,MEX,2022-01-02,,304025.0,,
Mexico,MEX,2022-01-03,648922.0,304134.0,648922.0,648922.0
Mexico,MEX,2022-01-04,,304241.0,,
Mexico,MEX,2022-01-05,,304387.0,,
Mexico,MEX,2022-01-06,,304522.0,,
Mexico,MEX,2022-01-07,,304662.0,,
Mexico,MEX,2022-01-08,,304800.0,,
Mexico,MEX,2022-01-09,,304934.0,,
Mexico,MEX,2022-01-10,651887.0,305076.0,651887.0,651887.0
Mexico,MEX,2022-01-11,,305248.0,,
Mexico,MEX,2022-01-12,,305431.0,,
Mexico,MEX,2022-01-13,,305616.0,,
Mexico,MEX,2022-01-14,,305845.0,,
Mexico,MEX,2022-01-15,,306074.0,,
Mexico,MEX,2022-01-16,,306319.0,,
Mexico,MEX,2022-01-17,659367.5,306566.0,659367.5,659367.5
Mexico,MEX,2022-01-18,,306847.0,,
Mexico,MEX,2022-01-19,,307171.0,,
Mexico,MEX,2022-01-20,,307548.0,,
Mexico,MEX,2022-01-21,,307916.0,,
Mexico,MEX,2022-01-22,,308304.0,,
Mexico,MEX,2022-01-23,,308714.0,,
Mexico,MEX,2022-01-24,675973.0,309171.0,675973.0,675973.0
Mexico,MEX,2022-01-25,,309604.0,,
Mexico,MEX,2022-01-26,,310107.0,,
Mexico,MEX,2022-01-27,,310668.0,,
Mexico,MEX,2022-01-28,,311197.0,,
Mexico,MEX,2022-01-29,,311759.0,,
Mexico,MEX,2022-01-30,,312317.0,,
Mexico,MEX,2022-01-31,687403.1,312865.0,687403.1,687403.1
Mexico,MEX,2022-02-01,,313427.0,,
Mexico,MEX,2022-02-02,,313975.0,,
Mexico,MEX,2022-02-03,,314581.0,,
Mexico,MEX,2022-02-04,,315164.0,,
Mexico,MEX,2022-02-05,,315715.0,,
Mexico,MEX,2022-02-06,,316218.0,,
Mexico,MEX,2022-02-07,694414.3,316722.0,694414.3,694414.3
Mexico,MEX,2022-02-08,,317221.0,,
Mexico,MEX,2022-02-09,,317709.0,,
Mexico,MEX,2022-02-10,,318203.0,,
Mexico,MEX,2022-02-11,,318700.0,,
Mexico,MEX,2022-02-12,,319121.0,,
Mexico,MEX,2022-02-13,,319526.0,,
Mexico,MEX,2022-02-14,699083.8,319924.0,699083.8,699083.8
Mexico,MEX,2022-02-15,,320315.0,,
Mexico,MEX,2022-02-16,,320706.0,,
Mexico,MEX,2022-02-17,,321054.0,,
Mexico,MEX,2022-02-18,,321377.0,,
Mexico,MEX,2022-02-19,,321672.0,,
Mexico,MEX,2022-02-20,,321911.0,,
Mexico,MEX,2022-02-21,701120.0,322168.0,701120.0,701120.0
Mexico,MEX,2022-02-22,,322412.0,,
Mexico,MEX,2022-02-23,,322674.0,,
Mexico,MEX,2022-02-24,,322923.0,,
Mexico,MEX,2022-02-25,,323131.0,,
Mexico,MEX,2022-02-26,,323329.0,,
Mexico,MEX,2022-02-27,,323482.0,,
Mexico,MEX,2022-02-28,701494.4,323646.0,701494.4,701494.4
Mexico,MEX,2022-03-01,,323802.0,,
Mexico,MEX,2022-03-02,,323959.0,,
Mexico,MEX,2022-03-03,,324072.0,,
Mexico,MEX,2022-03-04,,324204.0,,
Mexico,MEX,2022-03-05,,324305.0,,
Mexico,MEX,2022-03-06,,324412.0,,
Mexico,MEX,2022-03-07,701644.75,324480.0,701644.75,701644.75
Mexico,MEX,2022-03-08,,324576.0,,
Mexico,MEX,2022-03-09,,324662.0,,
Mexico,MEX,2022-03-10,,324734.0,,
Mexico,MEX,2022-03-11,,324804.0,,
Mexico,MEX,2022-03-12,,324879.0,,
Mexico,MEX,2022-03-13,,324944.0,,
Mexico,MEX,2022-03-14,701047.1,325009.0,701047.1,701047.1
Mexico,MEX,2022-03-15,,325067.0,,
Mexico,MEX,2022-03-16,,325113.0,,
Mexico,MEX,2022-03-17,,325166.0,,
Mexico,MEX,2022-03-18,,325207.0,,
Mexico,MEX,2022-03-19,,325247.0,,
Mexico,MEX,2022-03-20,,325293.0,,
Mexico,MEX,2022-03-21,699835.3,325329.0,699835.3,699835.3
Mexico,MEX,2022-03-22,,325364.0,,
Mexico,MEX,2022-03-23,,325390.0,,
Mexico,MEX,2022-03-24,,325423.0,,
Mexico,MEX,2022-03-25,,325449.0,,
Mexico,MEX,2022-03-26,,325474.0,,
Mexico,MEX,2022-03-27,,325502.0,,
Mexico,MEX,2022-03-28,699309.44,325524.0,699309.44,699309.44
Mexico,MEX,2022-03-29,,325553.0,,
Mexico,MEX,2022-03-30,,325573.0,,
Mexico,MEX,2022-03-31,,325594.0,,
Mexico,MEX,2022-04-01,,325617.0,,
Mexico,MEX,2022-04-02,,325634.0,,
Mexico,MEX,2022-04-03,,325655.0,,
Mexico,MEX,2022-04-04,698081.6,325670.0,698081.6,698081.6
Mexico,MEX,2022-04-05,,325683.0,,
Mexico,MEX,2022-04-06,,325706.0,,
Mexico,MEX,2022-04-07,,325723.0,,
Mexico,MEX,2022-04-08,,325739.0,,
Mexico,MEX,2022-04-09,,325752.0,,
Mexico,MEX,2022-04-10,,325772.0,,
Mexico,MEX,2022-04-11,697294.44,325778.0,697294.44,697294.44
Mexico,MEX,2022-04-12,,325788.0,,
Mexico,MEX,2022-04-13,,325795.0,,
Mexico,MEX,2022-04-14,,325807.0,,
Mexico,MEX,2022-04-15,,325819.0,,
Mexico,MEX,2022-04-16,,325834.0,,
Mexico,MEX,2022-04-17,,325843.0,,
Mexico,MEX,2022-04-18,696434.2,325859.0,696434.2,696434.2
Mexico,MEX,2022-04-19,,325870.0,,
Mexico,MEX,2022-04-20,,325877.0,,
Mexico,MEX,2022-04-21,,325885.0,,
Mexico,MEX,2022-04-22,,325893.0,,
Mexico,MEX,2022-04-23,,325905.0,,
Mexico,MEX,2022-04-24,,325913.0,,
Mexico,MEX,2022-04-25,694760.56,325921.0,694760.56,694760.56
Mexico,MEX,2022-04-26,,325925.0,,
Mexico,MEX,2022-04-27,,325928.0,,
Mexico,MEX,2022-04-28,,325937.0,,
Mexico,MEX,2022-04-29,,325943.0,,
Mexico,MEX,2022-04-30,,325946.0,,
Mexico,MEX,2022-05-01,,325954.0,,
Mexico,MEX,2022-05-02,694219.3,325963.0,694219.3,694219.3
Mexico,MEX,2022-05-03,,325970.0,,
Mexico,MEX,2022-05-04,,325978.0,,
Mexico,MEX,2022-05-05,,325984.0,,
Mexico,MEX,2022-05-06,,325986.0,,
Mexico,MEX,2022-05-07,,325990.0,,
Mexico,MEX,2022-05-08,,325996.0,,
Mexico,MEX,2022-05-09,693867.94,326003.0,693867.94,693867.94
Mexico,MEX,2022-05-10,,326009.0,,
Mexico,MEX,2022-05-11,,326013.0,,
Mexico,MEX,2022-05-12,,326022.0,,
Mexico,MEX,2022-05-13,,326027.0,,
Mexico,MEX,2022-05-14,,326028.0,,
Mexico,MEX,2022-05-15,,326030.0,,
Mexico,MEX,2022-05-16,693390.06,326037.0,693390.06,693390.06
Mexico,MEX,2022-05-17,,326044.0,,
Mexico,MEX,2022-05-18,,326050.0,,
Mexico,MEX,2022-05-19,,326056.0,,
Mexico,MEX,2022-05-20,,326058.0,,
Mexico,MEX,2022-05-21,,326063.0,,
Mexico,MEX,2022-05-22,,326070.0,,
Mexico,MEX,2022-05-23,692080.9,326074.0,692080.9,692080.9
Mexico,MEX,2022-05-24,,326081.0,,
Mexico,MEX,2022-05-25,,326087.0,,
Mexico,MEX,2022-05-26,,326091.0,,
Mexico,MEX,2022-05-27,,326100.0,,
Mexico,MEX,2022-05-28,,326103.0,,
Mexico,MEX,2022-05-29,,326108.0,,
Mexico,MEX,2022-05-30,691089.6,326112.0,691089.6,691089.6
Mexico,MEX,2022-05-31,,326115.0,,
Mexico,MEX,2022-06-01,,326121.0,,
Mexico,MEX,2022-06-02,,326128.0,,
Mexico,MEX,2022-06-03,,326131.0,,
Mexico,MEX,2022-06-04,,326135.0,,
Mexico,MEX,2022-06-05,,326143.0,,
Mexico,MEX,2022-06-06,690789.0,326148.0,690789.0,690789.0
Mexico,MEX,2022-06-07,,326153.0,,
Mexico,MEX,2022-06-08,,326158.0,,
Mexico,MEX,2022-06-09,,326163.0,,
Mexico,MEX,2022-06-10,,326167.0,,
Mexico,MEX,2022-06-11,,326174.0,,
Mexico,MEX,2022-06-12,,326180.0,,
Mexico,MEX,2022-06-13,690370.56,326187.0,690370.56,690370.56
Mexico,MEX,2022-06-14,,326202.0,,
Mexico,MEX,2022-06-15,,326213.0,,
Mexico,MEX,2022-06-16,,326227.0,,
Mexico,MEX,2022-06-17,,326232.0,,
Mexico,MEX,2022-06-18,,326243.0,,
Mexico,MEX,2022-06-19,,326256.0,,
Mexico,MEX,2022-06-20,689727.4,326270.0,689727.4,689727.4
Mexico,MEX,2022-06-21,,326284.0,,
Mexico,MEX,2022-06-22,,326298.0,,
Mexico,MEX,2022-06-23,,326315.0,,
Mexico,MEX,2022-06-24,,326337.0,,
Mexico,MEX,2022-06-25,,326355.0,,
Mexico,MEX,2022-06-26,,326374.0,,
Mexico,MEX,2022-06-27,689956.94,326392.0,689956.94,689956.94
Mexico,MEX,2022-06-28,,326422.0,,
Mexico,MEX,2022-06-29,,326449.0,,
Mexico,MEX,2022-06-30,,326471.0,,
Mexico,MEX,2022-07-01,,326506.0,,
Mexico,MEX,2022-07-02,,326532.0,,
Mexico,MEX,2022-07-03,,326560.0,,
Mexico,MEX,2022-07-04,690236.7,326600.0,690236.7,690236.7
Mexico,MEX,2022-07-05,,326633.0,,
Mexico,MEX,2022-07-06,,326684.0,,
Mexico,MEX,2022-07-07,,326725.0,,
Mexico,MEX,2022-07-08,,326774.0,,
Mexico,MEX,2022-07-09,,326828.0,,
Mexico,MEX,2022-07-10,,326875.0,,
Mexico,MEX,2022-07-11,691523.3,326935.0,691523.3,691523.3
Mexico,MEX,2022-07-12,,327010.0,,
Mexico,MEX,2022-07-13,,327092.0,,
Mexico,MEX,2022-07-14,,327165.0,,
Mexico,MEX,2022-07-15,,327265.0,,
Mexico,MEX,2022-07-16,,327357.0,,
Mexico,MEX,2022-07-17,,327434.0,,
Mexico,MEX,2022-07-18,693033.9,327519.0,693033.9,693033.9
Mexico,MEX,2022-07-19,,327601.0,,
Mexico,MEX,2022-07-20,,327693.0,,
Mexico,MEX,2022-07-21,,327769.0,,
Mexico,MEX,2022-07-22,,327872.0,,
Mexico,MEX,2022-07-23,,327959.0,,
Mexico,MEX,2022-07-24,,328041.0,,
Mexico,MEX,2022-07-25,694043.25,328119.0,694043.25,694043.25
Mexico,MEX,2022-07-26,,328198.0,,
Mexico,MEX,2022-07-27,,328296.0,,
Mexico,MEX,2022-07-28,,328396.0,,
Mexico,MEX,2022-07-29,,328492.0,,
Mexico,MEX,2022-07-30,,328579.0,,
Mexico,MEX,2022-07-31,,328679.0,,
Mexico,MEX,2022-08-01,695083.2,328765.0,695083.2,695083.2
Mexico,MEX,2022-08-02,,328848.0,,
Mexico,MEX,2022-08-03,,328931.0,,
Mexico,MEX,2022-08-04,,329025.0,,
Mexico,MEX,2022-08-05,,329109.0,,
Mexico,MEX,2022-08-06,,329191.0,,
Mexico,MEX,2022-08-07,,329275.0,,
Mexico,MEX,2022-08-08,695768.4,329346.0,695768.4,695768.4
Mexico,MEX,2022-08-09,,329394.0,,
Mexico,MEX,2022-08-10,,329463.0,,
Mexico,MEX,2022-08-11,,329522.0,,
Mexico,MEX,2022-08-12,,329586.0,,
Mexico,MEX,2022-08-13,,329639.0,,
Mexico,MEX,2022-08-14,,329698.0,,
Mexico,MEX,2022-08-15,695914.2,329738.0,695914.2,695914.2
Mexico,MEX,2022-08-16,,329784.0,,
Mexico,MEX,2022-08-17,,329825.0,,
Mexico,MEX,2022-08-18,,329883.0,,
Mexico,MEX,2022-08-19,,329927.0,,
Mexico,MEX,2022-08-20,,329961.0,,
Mexico,MEX,2022-08-21,,329990.0,,
Mexico,MEX,2022-08-22,695748.3,330029.0,695748.3,695748.3
Mexico,MEX,2022-08-23,,330060.0,,
Mexico,MEX,2022-08-24,,330092.0,,
Mexico,MEX,2022-08-25,,330136.0,,
Mexico,MEX,2022-08-26,,330173.0,,
Mexico,MEX,2022-08-27,,330200.0,,
Mexico,MEX,2022-08-28,,330221.0,,
Mexico,MEX,2022-08-29,695466.5,330255.0,695466.5,695466.5
Mexico,MEX,2022-08-30,,330279.0,,
Mexico,MEX,2022-08-31,,330302.0,,
Mexico,MEX,2022-09-01,,330326.0,,
Mexico,MEX,2022-09-02,,330344.0,,
Mexico,MEX,2022-09-03,,330369.0,,
Mexico,MEX,2022-09-04,,330392.0,,
Mexico,MEX,2022-09-05,695065.7,330409.0,695065.7,695065.7
Mexico,MEX,2022-09-06,,330424.0,,
Mexico,MEX,2022-09-07,,330439.0,,
Mexico,MEX,2022-09-08,,330453.0,,
Mexico,MEX,2022-09-09,,330467.0,,
Mexico,MEX,2022-09-10,,330484.0,,
Mexico,MEX,2022-09-11,,330497.0,,
Mexico,MEX,2022-09-12,694558.25,330517.0,694558.25,694558.25
Mexico,MEX,2022-09-13,,330529.0,,
Mexico,MEX,2022-09-14,,330540.0,,
Mexico,MEX,2022-09-15,,330559.0,,
Mexico,MEX,2022-09-16,,330565.0,,
Mexico,MEX,2022-09-17,,330575.0,,
Mexico,MEX,2022-09-18,,330583.0,,
Mexico,MEX,2022-09-19,694105.8,330592.0,694105.8,694105.8
Mexico,MEX,2022-09-20,,330597.0,,
Mexico,MEX,2022-09-21,,330602.0,,
Mexico,MEX,2022-09-22,,330614.0,,
Mexico,MEX,2022-09-23,,330621.0,,
Mexico,MEX,2022-09-24,,330637.0,,
Mexico,MEX,2022-09-25,,330638.0,,
Mexico,MEX,2022-09-26,693670.2,330648.0,693670.2,693670.2
Mexico,MEX,2022-09-27,,330656.0,,
Mexico,MEX,2022-09-28,,330668.0,,
Mexico,MEX,2022-09-29,,330681.0,,
Mexico,MEX,2022-09-30,,330687.0,,
Mexico,MEX,2022-10-01,,330690.0,,
Mexico,MEX,2022-10-02,,330693.0,,
Mexico,MEX,2022-10-03,693124.2,330701.0,693124.2,693124.2
Mexico,MEX,2022-10-04,,330710.0,,
Mexico,MEX,2022-10-05,,330717.0,,
Mexico,MEX,2022-10-06,,330729.0,,
Mexico,MEX,2022-10-07,,330739.0,,
Mexico,MEX,2022-10-08,,330744.0,,
Mexico,MEX,2022-10-09,,330746.0,,
Mexico,MEX,2022-10-10,692765.2,330749.0,692765.2,692765.2
Mexico,MEX,2022-10-11,,330751.0,,
Mexico,MEX,2022-10-12,,330755.0,,
Mexico,MEX,2022-10-13,,330757.0,,
Mexico,MEX,2022-10-14,,330760.0,,
Mexico,MEX,2022-10-15,,330764.0,,
Mexico,MEX,2022-10-16,,330768.0,,
Mexico,MEX,2022-10-17,691807.1,330770.0,691807.1,691807.1
Mexico,MEX,2022-10-18,,330774.0,,
Mexico,MEX,2022-10-19,,330781.0,,
Mexico,MEX,2022-10-20,,330783.0,,
Mexico,MEX,2022-10-21,,330787.0,,
Mexico,MEX,2022-10-22,,330789.0,,
Mexico,MEX,2022-10-23,,330793.0,,
Mexico,MEX,2022-10-24,691213.1,330794.0,691213.1,691213.1
Mexico,MEX,2022-10-25,,330800.0,,
Mexico,MEX,2022-10-26,,330807.0,,
Mexico,MEX,2022-10-27,,330810.0,,
Mexico,MEX,2022-10-28,,330813.0,,
Mexico,MEX,2022-10-29,,330816.0,,
Mexico,MEX,2022-10-30,,330818.0,,
Mexico,MEX,2022-10-31,690538.5,330819.0,690538.5,690538.5
Mexico,MEX,2022-11-01,,330825.0,,
Mexico,MEX,2022-11-02,,330828.0,,
Mexico,MEX,2022-11-03,,330834.0,,
Mexico,MEX,2022-11-04,,330834.0,,
Mexico,MEX,2022-11-05,,330839.0,,
Mexico,MEX,2022-11-06,,330842.0,,
Mexico,MEX,2022-11-07,689948.06,330843.0,689948.06,689948.06
Mexico,MEX,2022-11-08,,330844.0,,
Mexico,MEX,2022-11-09,,330846.0,,
Mexico,MEX,2022-11-10,,330851.0,,
Mexico,MEX,2022-11-11,,330853.0,,
Mexico,MEX,2022-11-12,,330857.0,,
Mexico,MEX,2022-11-13,,330861.0,,
Mexico,MEX,2022-11-14,689389.6,330868.0,689389.6,689389.6
Mexico,MEX,2022-11-15,,330871.0,,
Mexico,MEX,2022-11-16,,330874.0,,
Mexico,MEX,2022-11-17,,330881.0,,
Mexico,MEX,2022-11-18,,330883.0,,
Mexico,MEX,2022-11-19,,330888.0,,
Mexico,MEX,2022-11-20,,330894.0,,
Mexico,MEX,2022-11-21,689407.6,330896.0,689407.6,689407.6
Mexico,MEX,2022-11-22,,330897.0,,
Mexico,MEX,2022-11-23,,330897.0,,
Mexico,MEX,2022-11-24,,330904.0,,
Mexico,MEX,2022-11-25,,330910.0,,
Mexico,MEX,2022-11-26,,330914.0,,
Mexico,MEX,2022-11-27,,330916.0,,
Mexico,MEX,2022-11-28,689770.8,330923.0,689770.8,689770.8
Mexico,MEX,2022-11-29,,330928.0,,
Mexico,MEX,2022-11-30,,330942.0,,
Mexico,MEX,2022-12-01,,330951.0,,
Mexico,MEX,2022-12-02,,330966.0,,
Mexico,MEX,2022-12-03,,330971.0,,
Mexico,MEX,2022-12-04,,330977.0,,
Mexico,MEX,2022-12-05,690054.94,330983.0,690054.94,690054.94
Mexico,MEX,2022-12-06,,330992.0,,
Mexico,MEX,2022-12-07,,331003.0,,
Mexico,MEX,2022-12-08,,331019.0,,
Mexico,MEX,2022-12-09,,331026.0,,
Mexico,MEX,2022-12-10,,331036.0,,
Mexico,MEX,2022-12-11,,331046.0,,
Mexico,MEX,2022-12-12,690120.94,331061.0,690120.94,690120.94
Mexico,MEX,2022-12-13,,331068.0,,
Mexico,MEX,2022-12-14,,331084.0,,
Mexico,MEX,2022-12-15,,331106.0,,
Mexico,MEX,2022-12-16,,331119.0,,
Mexico,MEX,2022-12-17,,331140.0,,
Mexico,MEX,2022-12-18,,331163.0,,
Mexico,MEX,2022-12-19,691205.1,331184.0,691205.1,691205.1
Mexico,MEX,2022-12-20,,331205.0,,
Mexico,MEX,2022-12-21,,331227.0,,
Mexico,MEX,2022-12-22,,331251.0,,
Mexico,MEX,2022-12-23,,331270.0,,
Mexico,MEX,2022-12-24,,331298.0,,
Mexico,MEX,2022-12-25,,331322.0,,
Mexico,MEX,2022-12-26,692799.9,331343.0,692799.9,692799.9
Mexico,MEX,2022-12-27,,331373.0,,
Mexico,MEX,2022-12-28,,331403.0,,
Mexico,MEX,2022-12-29,,331442.0,,
Mexico,MEX,2022-12-30,,331467.0,,
Mexico,MEX,2022-12-31,,331499.0,,
Mexico,MEX,2023-01-01,,331528.0,,
Mexico,MEX,2023-01-02,693122.1,331560.0,693122.1,693122.1
Mexico,MEX,2023-01-03,,331598.0,,
Mexico,MEX,2023-01-04,,331631.0,,
Mexico,MEX,2023-01-05,,331677.0,,
Mexico,MEX,2023-01-06,,331717.0,,
Mexico,MEX,2023-01-07,,331766.0,,
Mexico,MEX,2023-01-08,,331808.0,,
Mexico,MEX,2023-01-09,692186.7,331857.0,692186.7,692186.7
Mexico,MEX,2023-01-10,,331897.0,,
Mexico,MEX,2023-01-11,,331944.0,,
Mexico,MEX,2023-01-12,,331985.0,,
Mexico,MEX,2023-01-13,,332019.0,,
Mexico,MEX,2023-01-14,,332073.0,,
Mexico,MEX,2023-01-15,,332109.0,,
Mexico,MEX,2023-01-16,691333.75,332139.0,691333.75,691333.75
Mexico,MEX,2023-01-17,,332173.0,,
Mexico,MEX,2023-01-18,,332216.0,,
Mexico,MEX,2023-01-19,,332267.0,,
Mexico,MEX,2023-01-20,,332302.0,,
Mexico,MEX,2023-01-21,,332328.0,,
Mexico,MEX,2023-01-22,,332370.0,,
Mexico,MEX,2023-01-23,690060.75,332402.0,690060.75,690060.75
Mexico,MEX,2023-01-24,,332443.0,,
Mexico,MEX,2023-01-25,,332486.0,,
Mexico,MEX,2023-01-26,,332534.0,,
Mexico,MEX,2023-01-27,,332563.0,,
Mexico,MEX,2023-01-28,,332587.0,,
Mexico,MEX,2023-01-29,,332621.0,,
Mexico,MEX,2023-01-30,688483.5,332647.0,688483.5,688483.5
Mexico,MEX,2023-01-31,,332679.0,,
Mexico,MEX,2023-02-01,,332716.0,,
Mexico,MEX,2023-02-02,,332744.0,,
Mexico,MEX,2023-02-03,,332766.0,,
Mexico,MEX,2023-02-04,,332788.0,,
Mexico,MEX,2023-02-05,,332815.0,,
Mexico,MEX,2023-02-06,686971.2,332840.0,686971.2,686971.2
Mexico,MEX,2023-02-07,,332855.0,,
Mexico,MEX,2023-02-08,,332879.0,,
Mexico,MEX,2023-02-09,,332906.0,,
Mexico,MEX,2023-02-10,,332925.0,,
Mexico,MEX,2023-02-11,,332943.0,,
Mexico,MEX,2023-02-12,,332963.0,,
Mexico,MEX,2023-02-13,685700.25,332979.0,685700.25,685700.25
Mexico,MEX,2023-02-14,,333012.0,,
Mexico,MEX,2023-02-15,,333036.0,,
Mexico,MEX,2023-02-16,,333060.0,,
Mexico,MEX,2023-02-17,,333082.0,,
Mexico,MEX,2023-02-18,,333106.0,,
Mexico,MEX,2023-02-19,,333133.0,,
Mexico,MEX,2023-02-20,684157.0,333154.0,684157.0,684157.0
Mexico,MEX,2023-02-21,,333176.0,,
Mexico,MEX,2023-02-22,,333196.0,,
Mexico,MEX,2023-02-23,,333213.0,,
Mexico,MEX,2023-02-24,,333228.0,,
Mexico,MEX,2023-02-25,,333239.0,,
Mexico,MEX,2023-02-26,,333250.0,,
Mexico,MEX,2023-02-27,682495.94,333259.0,682495.94,682495.94
Mexico,MEX,2023-02-28,,333271.0,,
Mexico,MEX,2023-03-01,,333293.0,,
Mexico,MEX,2023-03-02,,333307.0,,
Mexico,MEX,2023-03-03,,333323.0,,
Mexico,MEX,2023-03-04,,333336.0,,
Mexico,MEX,2023-03-05,,333348.0,,
Mexico,MEX,2023-03-06,680868.9,333362.0,680868.9,680868.9
Mexico,MEX,2023-03-07,,333372.0,,
Mexico,MEX,2023-03-08,,333387.0,,
Mexico,MEX,2023-03-09,,333410.0,,
Mexico,MEX,2023-03-10,,333425.0,,
Mexico,MEX,2023-03-11,,333445.0,,
