Entity,Code,Day,Weekly cases
Philippines,PHL,2022-04-19,1500
Philippines,PHL,2022-04-20,1632
Philippines,PHL,2022-04-21,1490
Philippines,PHL,2022-04-22,1448
Philippines,PHL,2022-04-23,1431
Philippines,PHL,2022-04-24,1437
Philippines,PHL,2022-04-25,1480
Philippines,PHL,2022-04-26,1446
Philippines,PHL,2022-04-27,1280
Philippines,PHL,2022-04-28,1338
Philippines,PHL,2022-04-29,1295
Philippines,PHL,2022-04-30,1326
Philippines,PHL,2022-05-01,1377
Philippines,PHL,2022-05-02,1352
Philippines,PHL,2022-05-03,1364
Philippines,PHL,2022-05-04,1330
Philippines,PHL,2022-05-05,1311
Philippines,PHL,2022-05-06,1279
Philippines,PHL,2022-05-07,1219
Philippines,PHL,2022-05-08,1117
Philippines,PHL,2022-05-09,1109
Philippines,PHL,2022-05-10,1102
Philippines,PHL,2022-05-11,1053
Philippines,PHL,2022-05-12,1024
Philippines,PHL,2022-05-13,1053
Philippines,PHL,2022-05-14,1051
Philippines,PHL,2022-05-15,1105
Philippines,PHL,2022-05-16,1085
Philippines,PHL,2022-05-17,1069
Philippines,PHL,2022-05-18,1063
Philippines,PHL,2022-05-19,1119
Philippines,PHL,2022-05-20,1150
Philippines,PHL,2022-05-21,1224
Philippines,PHL,2022-05-22,1212
Philippines,PHL,2022-05-23,1245
Philippines,PHL,2022-05-24,1284
Philippines,PHL,2022-05-25,1357
Philippines,PHL,2022-05-26,1361
Philippines,PHL,2022-05-27,1351
Philippines,PHL,2022-05-28,1304
Philippines,PHL,2022-05-29,1313
Philippines,PHL,2022-05-30,1316
Philippines,PHL,2022-05-31,1300
Philippines,PHL,2022-06-01,1250
Philippines,PHL,2022-06-02,1233
Philippines,PHL,2022-06-03,1258
Philippines,PHL,2022-06-04,1273
Philippines,PHL,2022-06-05,1291
Philippines,PHL,2022-06-06,1276
Philippines,PHL,2022-06-07,1311
Philippines,PHL,2022-06-08,1377
Philippines,PHL,2022-06-09,1447
Philippines,PHL,2022-06-10,1222
Philippines,PHL,2022-06-11,1587
Philippines,PHL,2022-06-12,1677
Philippines,PHL,2022-06-13,1884
Philippines,PHL,2022-06-14,1973
Philippines,PHL,2022-06-15,2020
Philippines,PHL,2022-06-16,2193
Philippines,PHL,2022-06-17,2193
Philippines,PHL,2022-06-18,2738
Philippines,PHL,2022-06-19,3042
Philippines,PHL,2022-06-20,3183
Philippines,PHL,2022-06-21,3335
Philippines,PHL,2022-06-22,3689
Philippines,PHL,2022-06-23,3980
Philippines,PHL,2022-06-24,3980
Philippines,PHL,2022-06-25,4376
Philippines,PHL,2022-06-26,4612
Philippines,PHL,2022-06-27,4952
Philippines,PHL,2022-06-28,5119
Philippines,PHL,2022-06-29,5305
Philippines,PHL,2022-06-30,5898
Philippines,PHL,2022-07-01,5898
Philippines,PHL,2022-07-02,6920
Philippines,PHL,2022-07-03,6072
Philippines,PHL,2022-07-04,6455
Philippines,PHL,2022-07-05,6994
Philippines,PHL,2022-07-06,6972
Philippines,PHL,2022-07-07,6788
Philippines,PHL,2022-07-08,8724
Philippines,PHL,2022-07-09,6183
Philippines,PHL,2022-07-10,9501
Philippines,PHL,2022-07-11,10196
Philippines,PHL,2022-07-12,10737
Philippines,PHL,2022-07-13,11340
Philippines,PHL,2022-07-14,11816
Philippines,PHL,2022-07-15,12251
Philippines,PHL,2022-07-16,12251
Philippines,PHL,2022-07-17,14092
Philippines,PHL,2022-07-18,14704
Philippines,PHL,2022-07-19,15331
Philippines,PHL,2022-07-20,15676
Philippines,PHL,2022-07-21,16148
Philippines,PHL,2022-07-22,16605
Philippines,PHL,2022-07-23,16605
Philippines,PHL,2022-07-24,18336
Philippines,PHL,2022-07-25,19527
Philippines,PHL,2022-07-26,20021
Philippines,PHL,2022-07-27,20675
Philippines,PHL,2022-07-28,21329
Philippines,PHL,2022-07-29,22359
Philippines,PHL,2022-07-30,22359
Philippines,PHL,2022-07-31,23591
Philippines,PHL,2022-08-01,24000
Philippines,PHL,2022-08-02,24774
Philippines,PHL,2022-08-03,25061
Philippines,PHL,2022-08-04,25382
Philippines,PHL,2022-08-05,25963
Philippines,PHL,2022-08-06,25963
Philippines,PHL,2022-08-07,26866
Philippines,PHL,2022-08-08,27328
Philippines,PHL,2022-08-09,27978
Philippines,PHL,2022-08-10,27949
Philippines,PHL,2022-08-11,28077
Philippines,PHL,2022-08-12,28171
Philippines,PHL,2022-08-13,28171
Philippines,PHL,2022-08-14,28425
Philippines,PHL,2022-08-15,27985
Philippines,PHL,2022-08-16,27275
Philippines,PHL,2022-08-17,27280
Philippines,PHL,2022-08-18,27003
Philippines,PHL,2022-08-19,26228
Philippines,PHL,2022-08-20,26228
Philippines,PHL,2022-08-21,24402
Philippines,PHL,2022-08-22,23823
Philippines,PHL,2022-08-23,23373
Philippines,PHL,2022-08-24,22403
Philippines,PHL,2022-08-25,22995
Philippines,PHL,2022-08-26,22363
Philippines,PHL,2022-08-27,22363
Philippines,PHL,2022-08-28,20162
Philippines,PHL,2022-08-29,18776
Philippines,PHL,2022-08-30,18260
Philippines,PHL,2022-08-31,18217
Philippines,PHL,2022-09-01,16245
Philippines,PHL,2022-09-02,16886
Philippines,PHL,2022-09-03,16886
Philippines,PHL,2022-09-04,16774
Philippines,PHL,2022-09-05,16834
Philippines,PHL,2022-09-06,16452
Philippines,PHL,2022-09-07,16120
Philippines,PHL,2022-09-08,16288
Philippines,PHL,2022-09-09,14925
Philippines,PHL,2022-09-10,22300
Philippines,PHL,2022-09-11,17160
Philippines,PHL,2022-09-12,14886
Philippines,PHL,2022-09-13,14684
Philippines,PHL,2022-09-14,14987
Philippines,PHL,2022-09-15,14917
Philippines,PHL,2022-09-16,14654
Philippines,PHL,2022-09-17,12069
Philippines,PHL,2022-09-18,12069
Philippines,PHL,2022-09-19,14351
Philippines,PHL,2022-09-20,15528
Philippines,PHL,2022-09-21,15456
Philippines,PHL,2022-09-22,15722
Philippines,PHL,2022-09-23,16283
Philippines,PHL,2022-09-24,11493
Philippines,PHL,2022-09-25,16357
Philippines,PHL,2022-09-26,17592
Philippines,PHL,2022-09-27,16375
Philippines,PHL,2022-09-28,16419
Philippines,PHL,2022-09-29,15913
Philippines,PHL,2022-09-30,15747
Philippines,PHL,2022-10-01,15747
Philippines,PHL,2022-10-02,17086
Philippines,PHL,2022-10-03,15591
Philippines,PHL,2022-10-04,15664
Philippines,PHL,2022-10-05,15369
Philippines,PHL,2022-10-06,15757
Philippines,PHL,2022-10-07,15783
Philippines,PHL,2022-10-08,15783
Philippines,PHL,2022-10-09,13995
Philippines,PHL,2022-10-10,14090
Philippines,PHL,2022-10-11,14136
Philippines,PHL,2022-10-12,14446
Philippines,PHL,2022-10-13,14214
Philippines,PHL,2022-10-14,14535
Philippines,PHL,2022-10-15,14535
Philippines,PHL,2022-10-16,14880
Philippines,PHL,2022-10-17,14996
Philippines,PHL,2022-10-18,14931
Philippines,PHL,2022-10-19,14469
Philippines,PHL,2022-10-20,14328
Philippines,PHL,2022-10-21,13672
Philippines,PHL,2022-10-22,13672
Philippines,PHL,2022-10-23,12405
Philippines,PHL,2022-10-24,11756
Philippines,PHL,2022-10-25,11043
Philippines,PHL,2022-10-26,10883
Philippines,PHL,2022-10-27,10518
Philippines,PHL,2022-10-28,9670
Philippines,PHL,2022-10-29,9670
Philippines,PHL,2022-10-30,9040
Philippines,PHL,2022-10-31,8733
Philippines,PHL,2022-11-01,8606
Philippines,PHL,2022-11-02,8245
Philippines,PHL,2022-11-03,8006
Philippines,PHL,2022-11-04,7409
Philippines,PHL,2022-11-05,7409
Philippines,PHL,2022-11-06,6367
Philippines,PHL,2022-11-07,6107
Philippines,PHL,2022-11-08,6450
Philippines,PHL,2022-11-09,6562
Philippines,PHL,2022-11-10,6919
Philippines,PHL,2022-11-11,7404
Philippines,PHL,2022-11-12,7404
Philippines,PHL,2022-11-13,7939
Philippines,PHL,2022-11-14,8681
Philippines,PHL,2022-11-15,8238
Philippines,PHL,2022-11-16,8528
Philippines,PHL,2022-11-17,8202
Philippines,PHL,2022-11-18,8088
Philippines,PHL,2022-11-19,8088
Philippines,PHL,2022-11-20,8459
Philippines,PHL,2022-11-21,7803
Philippines,PHL,2022-11-22,7605
Philippines,PHL,2022-11-23,7329
Philippines,PHL,2022-11-24,7086
Philippines,PHL,2022-11-25,7074
Philippines,PHL,2022-11-26,7074
Philippines,PHL,2022-11-27,7502
Philippines,PHL,2022-11-28,7618
Philippines,PHL,2022-11-29,7912
Philippines,PHL,2022-11-30,7875
Philippines,PHL,2022-12-01,8249
Philippines,PHL,2022-12-02,8346
Philippines,PHL,2022-12-03,8346
Philippines,PHL,2022-12-04,7494
Philippines,PHL,2022-12-05,7466
Philippines,PHL,2022-12-06,7367
Philippines,PHL,2022-12-07,7604
Philippines,PHL,2022-12-08,7566
Philippines,PHL,2022-12-09,7811
Philippines,PHL,2022-12-10,7811
Philippines,PHL,2022-12-11,8058
Philippines,PHL,2022-12-12,7889
Philippines,PHL,2022-12-13,8022
Philippines,PHL,2022-12-14,7782
Philippines,PHL,2022-12-15,7908
Philippines,PHL,2022-12-16,7609
Philippines,PHL,2022-12-17,8842
Philippines,PHL,2022-12-18,7358
Philippines,PHL,2022-12-19,7336
Philippines,PHL,2022-12-20,6928
Philippines,PHL,2022-12-21,6897
Philippines,PHL,2022-12-22,6555
Philippines,PHL,2022-12-23,6402
Philippines,PHL,2022-12-24,5169
Philippines,PHL,2022-12-25,4103
Philippines,PHL,2022-12-26,5289
Philippines,PHL,2022-12-27,5188
Philippines,PHL,2022-12-28,4760
Philippines,PHL,2022-12-29,4321
Philippines,PHL,2022-12-30,3290
Philippines,PHL,2022-12-31,3290
Philippines,PHL,2023-01-01,3290
Philippines,PHL,2023-01-02,3249
Philippines,PHL,2023-01-03,2982
Philippines,PHL,2023-01-04,2815
Philippines,PHL,2023-01-05,2792
Philippines,PHL,2023-01-06,3251
Philippines,PHL,2023-01-07,3251
Philippines,PHL,2023-01-08,4552
Philippines,PHL,2023-01-09,2777
Philippines,PHL,2023-01-10,2920
Philippines,PHL,2023-01-11,3104
Philippines,PHL,2023-01-12,3389
Philippines,PHL,2023-01-13,3237
Philippines,PHL,2023-01-14,3237
Philippines,PHL,2023-01-15,2797
Philippines,PHL,2023-01-16,2733
Philippines,PHL,2023-01-17,2386
Philippines,PHL,2023-01-18,2405
Philippines,PHL,2023-01-19,2060
Philippines,PHL,2023-01-20,2004
Philippines,PHL,2023-01-21,2004
Philippines,PHL,2023-01-22,1556
Philippines,PHL,2023-01-23,1543
Philippines,PHL,2023-01-24,1593
Philippines,PHL,2023-01-25,1368
Philippines,PHL,2023-01-26,1407
Philippines,PHL,2023-01-27,1337
Philippines,PHL,2023-01-28,1337
Philippines,PHL,2023-01-29,1181
Philippines,PHL,2023-01-30,1100
Philippines,PHL,2023-01-31,1042
Philippines,PHL,2023-02-01,1161
Philippines,PHL,2023-02-02,1052
Philippines,PHL,2023-02-03,1016
Philippines,PHL,2023-02-04,1016
Philippines,PHL,2023-02-05,1045
Philippines,PHL,2023-02-06,833
Philippines,PHL,2023-02-07,799
Philippines,PHL,2023-02-08,725
Philippines,PHL,2023-02-09,778
Philippines,PHL,2023-02-10,795
Philippines,PHL,2023-02-11,795
Philippines,PHL,2023-02-12,678
Philippines,PHL,2023-02-13,957
Philippines,PHL,2023-02-14,908
Philippines,PHL,2023-02-15,898
Philippines,PHL,2023-02-16,817
Philippines,PHL,2023-02-17,774
Philippines,PHL,2023-02-18,774
Philippines,PHL,2023-02-19,914
Philippines,PHL,2023-02-20,685
Philippines,PHL,2023-02-21,708
Philippines,PHL,2023-02-22,784
Philippines,PHL,2023-02-23,708
Philippines,PHL,2023-02-24,739
Philippines,PHL,2023-02-25,739
Philippines,PHL,2023-02-26,738
Philippines,PHL,2023-02-27,710
Philippines,PHL,2023-02-28,701
Philippines,PHL,2023-03-01,635
Philippines,PHL,2023-03-02,742
Philippines,PHL,2023-03-03,758
Philippines,PHL,2023-03-04,758
Philippines,PHL,2023-03-05,738
Philippines,PHL,2023-03-06,850
Philippines,PHL,2023-03-07,866
Philippines,PHL,2023-03-08,872
Philippines,PHL,2023-03-09,886
Philippines,PHL,2023-03-10,882
Philippines,PHL,2023-03-11,882
Philippines,PHL,2023-03-12,890
Philippines,PHL,2023-03-13,903
Philippines,PHL,2023-03-14,931
Philippines,PHL,2023-03-15,955
Philippines,PHL,2023-03-16,929
Philippines,PHL,2023-03-17,1028
Philippines,PHL,2023-03-18,1028
Philippines,PHL,2023-03-19,1061
Philippines,PHL,2023-03-20,1088
Philippines,PHL,2023-03-21,1020
Philippines,PHL,2023-03-22,1101
Philippines,PHL,2023-03-23,1145
Philippines,PHL,2023-03-24,1021
Philippines,PHL,2023-03-25,1021
Philippines,PHL,2023-03-26,1163
Philippines,PHL,2023-03-27,1199
Philippines,PHL,2023-03-28,1350
Philippines,PHL,2023-03-29,1323
Philippines,PHL,2023-03-30,1356
Philippines,PHL,2023-03-31,1456
Philippines,PHL,2023-04-01,1456
Philippines,PHL,2023-04-02,1541
Philippines,PHL,2023-04-03,2019
Philippines,PHL,2023-04-04,1804
Philippines,PHL,2023-04-05,1870
Philippines,PHL,2023-04-06,1698
Philippines,PHL,2023-04-07,1461
Philippines,PHL,2023-04-08,1461
Philippines,PHL,2023-04-09,1988
Philippines,PHL,2023-04-10,1462
Philippines,PHL,2023-04-11,1627
Philippines,PHL,2023-04-12,1600
Philippines,PHL,2023-04-13,1823
Philippines,PHL,2023-04-14,2208
Philippines,PHL,2023-04-15,2208
Philippines,PHL,2023-04-16,2025
Philippines,PHL,2023-04-17,2292
Philippines,PHL,2023-04-18,2505
Philippines,PHL,2023-04-19,2581
Philippines,PHL,2023-04-20,2715
Philippines,PHL,2023-04-21,2795
Philippines,PHL,2023-04-22,3338
Philippines,PHL,2023-04-23,2438
Philippines,PHL,2023-04-24,3010
Philippines,PHL,2023-04-25,3061
Philippines,PHL,2023-04-26,3110
Philippines,PHL,2023-04-27,3259
Philippines,PHL,2023-04-28,3575
Philippines,PHL,2023-04-29,3032
Philippines,PHL,2023-04-30,3890
Philippines,PHL,2023-05-01,3193
Philippines,PHL,2023-05-02,5231
Philippines,PHL,2023-05-03,5759
Philippines,PHL,2023-05-04,6120
Philippines,PHL,2023-05-05,6529
Philippines,PHL,2023-05-06,6529
Philippines,PHL,2023-05-07,9014
Philippines,PHL,2023-05-08,10630
Philippines,PHL,2023-05-09,9708
Philippines,PHL,2023-05-10,10030
Philippines,PHL,2023-05-11,10639
Philippines,PHL,2023-05-12,11389
Philippines,PHL,2023-05-13,11389
Philippines,PHL,2023-05-14,12225
Philippines,PHL,2023-05-15,12414
Philippines,PHL,2023-05-16,12592
Philippines,PHL,2023-05-17,12515
Philippines,PHL,2023-05-18,12542
Philippines,PHL,2023-05-19,12616
Philippines,PHL,2023-05-20,12616
Philippines,PHL,2023-05-21,12623
Philippines,PHL,2023-05-22,12426
Philippines,PHL,2023-05-23,12340
Philippines,PHL,2023-05-24,12254
Philippines,PHL,2023-05-25,12274
Philippines,PHL,2023-05-26,12114
Philippines,PHL,2023-05-27,12114
Philippines,PHL,2023-05-28,11724
Philippines,PHL,2023-05-29,11667
Philippines,PHL,2023-05-30,11415
Philippines,PHL,2023-05-31,11268
Philippines,PHL,2023-06-01,11024
Philippines,PHL,2023-06-02,9170
Philippines,PHL,2023-06-03,12148
Philippines,PHL,2023-06-04,9689
Philippines,PHL,2023-06-05,9106
Philippines,PHL,2023-06-06,8825
Philippines,PHL,2023-06-07,8646
Philippines,PHL,2023-06-08,8265
Philippines,PHL,2023-06-09,9396
Philippines,PHL,2023-06-10,7520
Philippines,PHL,2023-06-11,7061
Philippines,PHL,2023-06-12,6630
Philippines,PHL,2023-06-13,6253
Philippines,PHL,2023-06-14,5995
Philippines,PHL,2023-06-15,5565
Philippines,PHL,2023-06-16,4962
Philippines,PHL,2023-06-17,4672
Philippines,PHL,2023-06-18,4394
Philippines,PHL,2023-06-19,4279
Philippines,PHL,2023-06-20,4057
Philippines,PHL,2023-06-21,3978
Philippines,PHL,2023-06-22,4007
Philippines,PHL,2023-06-23,4063
Philippines,PHL,2023-06-24,3783
Philippines,PHL,2023-06-25,3647
Philippines,PHL,2023-06-26,3442
Philippines,PHL,2023-06-27,3360
Philippines,PHL,2023-06-28,3318
Philippines,PHL,2023-06-29,3206
Philippines,PHL,2023-06-30,3125
Philippines,PHL,2023-07-01,2990
Philippines,PHL,2023-07-02,2845
Philippines,PHL,2023-07-03,2747
Philippines,PHL,2023-07-04,2324
Philippines,PHL,2023-07-05,2027
Philippines,PHL,2023-07-06,1642
Philippines,PHL,2023-07-07,1139
Philippines,PHL,2023-07-08,742
Philippines,PHL,2023-07-09,423
Philippines,PHL,2023-07-10,2510
Philippines,PHL,2023-07-11,2510
Philippines,PHL,2023-07-12,2510
Philippines,PHL,2023-07-13,2510
Philippines,PHL,2023-07-14,2510
Philippines,PHL,2023-07-15,2510
Philippines,PHL,2023-07-16,2510
Philippines,PHL,2023-07-17,1938
Philippines,PHL,2023-07-18,1938
Philippines,PHL,2023-07-19,1938
Philippines,PHL,2023-07-20,1938
Philippines,PHL,2023-07-21,1938
Philippines,PHL,2023-07-22,1938
Philippines,PHL,2023-07-23,1938
Philippines,PHL,2023-07-24,1671
Philippines,PHL,2023-07-25,1671
Philippines,PHL,2023-07-26,1671
Philippines,PHL,2023-07-27,1671
Philippines,PHL,2023-07-28,1671
Philippines,PHL,2023-07-29,1671
Philippines,PHL,2023-07-30,1671
Philippines,PHL,2023-07-31,1302
Philippines,PHL,2023-08-01,1302
Philippines,PHL,2023-08-02,1302
Philippines,PHL,2023-08-03,1302
Philippines,PHL,2023-08-04,1302
Philippines,PHL,2023-08-05,1302
Philippines,PHL,2023-08-06,1859
Philippines,PHL,2023-08-07,711
Philippines,PHL,2023-08-08,711
Philippines,PHL,2023-08-09,711
Philippines,PHL,2023-08-10,711
Philippines,PHL,2023-08-11,711
Philippines,PHL,2023-08-12,711
Philippines,PHL,2023-08-13,154
Philippines,PHL,2023-08-15,0
Philippines,PHL,2023-08-16,0
Philippines,PHL,2023-08-17,0
Philippines,PHL,2023-08-18,0
Philippines,PHL,2023-08-19,0
Philippines,PHL,2023-08-20,0
Philippines,PHL,2023-08-21,342
Philippines,PHL,2023-08-22,342
Philippines,PHL,2023-08-23,342
Philippines,PHL,2023-08-24,342
Philippines,PHL,2023-08-25,342
Philippines,PHL,2023-08-26,342
Philippines,PHL,2023-08-27,342
Philippines,PHL,2023-08-28,623
Philippines,PHL,2023-08-29,623
Philippines,PHL,2023-08-30,623
Philippines,PHL,2023-08-31,623
Philippines,PHL,2023-09-01,623
Philippines,PHL,2023-09-02,623
Philippines,PHL,2023-09-03,1311
Philippines,PHL,2023-09-04,826
Philippines,PHL,2023-09-05,826
Philippines,PHL,2023-09-06,826
Philippines,PHL,2023-09-07,826
Philippines,PHL,2023-09-08,826
Philippines,PHL,2023-09-09,826
Philippines,PHL,2023-09-10,138
Philippines,PHL,2023-09-11,988
Philippines,PHL,2023-09-12,988
Philippines,PHL,2023-09-13,988
Philippines,PHL,2023-09-14,988
Philippines,PHL,2023-09-15,988
Philippines,PHL,2023-09-16,988
Philippines,PHL,2023-09-17,988
Philippines,PHL,2023-09-18,962
Philippines,PHL,2023-09-19,962
Philippines,PHL,2023-09-20,962
Philippines,PHL,2023-09-21,962
Philippines,PHL,2023-09-22,962
Philippines,PHL,2023-09-23,962
Philippines,PHL,2023-09-24,962
Philippines,PHL,2023-09-25,1141
Philippines,PHL,2023-09-26,1141
Philippines,PHL,2023-09-27,1141
Philippines,PHL,2023-09-28,1141
Philippines,PHL,2023-09-29,1141
Philippines,PHL,2023-09-30,1141
Philippines,PHL,2023-10-01,1141
Philippines,PHL,2023-10-02,1246
Philippines,PHL,2023-10-03,1246
Philippines,PHL,2023-10-04,1246
Philippines,PHL,2023-10-05,1246
Philippines,PHL,2023-10-06,1246
Philippines,PHL,2023-10-07,1246
Philippines,PHL,2023-10-08,1246
Philippines,PHL,2023-10-09,1034
Philippines,PHL,2023-10-10,1034
Philippines,PHL,2023-10-11,1034
Philippines,PHL,2023-10-12,1034
Philippines,PHL,2023-10-13,1034
Philippines,PHL,2023-10-14,1034
Philippines,PHL,2023-10-15,1034
Philippines,PHL,2023-10-16,1469
Philippines,PHL,2023-10-17,1469
Philippines,PHL,2023-10-18,1469
Philippines,PHL,2023-10-19,1469
Philippines,PHL,2023-10-20,1469
Philippines,PHL,2023-10-21,1469
Philippines,PHL,2023-10-22,1469
Philippines,PHL,2023-10-23,1198
Philippines,PHL,2023-10-24,1198
Philippines,PHL,2023-10-25,1198
Philippines,PHL,2023-10-26,1198
Philippines,PHL,2023-10-27,1198
Philippines,PHL,2023-10-28,1198
Philippines,PHL,2023-10-29,1198
Philippines,PHL,2023-10-30,1097
Philippines,PHL,2023-10-31,1097
Philippines,PHL,2023-11-01,1097
Philippines,PHL,2023-11-02,1097
Philippines,PHL,2023-11-03,1097
Philippines,PHL,2023-11-04,1097
Philippines,PHL,2023-11-05,1097
Philippines,PHL,2023-11-06,933
Philippines,PHL,2023-11-07,933
Philippines,PHL,2023-11-08,933
Philippines,PHL,2023-11-09,933
Philippines,PHL,2023-11-10,933
Philippines,PHL,2023-11-11,933
Philippines,PHL,2023-11-12,933
Philippines,PHL,2023-11-13,914
Philippines,PHL,2023-11-14,914
Philippines,PHL,2023-11-15,914
Philippines,PHL,2023-11-16,914
Philippines,PHL,2023-11-17,914
Philippines,PHL,2023-11-18,914
Philippines,PHL,2023-11-19,914
Philippines,PHL,2023-11-20,1333
Philippines,PHL,2023-11-21,1333
Philippines,PHL,2023-11-22,1333
Philippines,PHL,2023-11-23,1333
Philippines,PHL,2023-11-24,1333
Philippines,PHL,2023-11-25,1333
Philippines,PHL,2023-11-26,1333
Philippines,PHL,2023-11-27,1262
Philippines,PHL,2023-11-28,1262
Philippines,PHL,2023-11-29,1262
Philippines,PHL,2023-11-30,1262
Philippines,PHL,2023-12-01,1262
Philippines,PHL,2023-12-02,1262
Philippines,PHL,2023-12-03,1262
Philippines,PHL,2023-12-04,1163
Philippines,PHL,2023-12-05,1163
Philippines,PHL,2023-12-06,1163
Philippines,PHL,2023-12-07,1163
Philippines,PHL,2023-12-08,1163
Philippines,PHL,2023-12-09,1163
Philippines,PHL,2023-12-10,1163
Philippines,PHL,2023-12-11,1377
Philippines,PHL,2023-12-12,1377
Philippines,PHL,2023-12-13,1377
Philippines,PHL,2023-12-14,1377
Philippines,PHL,2023-12-15,1377
Philippines,PHL,2023-12-16,1377
Philippines,PHL,2023-12-17,1377
Philippines,PHL,2023-12-18,2501
Philippines,PHL,2023-12-19,2501
Philippines,PHL,2023-12-20,2501
Philippines,PHL,2023-12-21,2501
Philippines,PHL,2023-12-22,2501
Philippines,PHL,2023-12-23,2501
Philippines,PHL,2023-12-24,2501
Philippines,PHL,2023-12-25,3239
Philippines,PHL,2023-12-26,3239
Philippines,PHL,2023-12-27,3239
Philippines,PHL,2023-12-28,3239
Philippines,PHL,2023-12-29,3239
Philippines,PHL,2023-12-30,3239
Philippines,PHL,2023-12-31,3239
