object_id,confidence,nb_point,algo_center_x,algo_center_y,algo_center_z,timestamp
0,0.88079708814621,3,71.9769058227539,-6.03229904174805,-2.38787961006165,6804
0,0.982013761997223,4,73.5518493652344,-6.09927797317505,-2.44008612632751,6805
0,0.88079708814621,3,35.5014381408691,-3.56441426277161,-1.75176191329956,6815
0,0.88079708814621,,,4.1596941947937,-1.38329613208771,6818
0,0.982013761997223,10,45.1275863647461,3.76836919784546,-1.4379016160965,6819
0,0.993307173252106,4,45.4039421081543,3.78775763511658,-1.38721585273743,6820
0,0.993307173252106,0,46.5309906005859,3.61932373046875,-1.36068689823151,6821
0,0.88079708814621,,,-5.10308408737183,-1.95342445373535,6823
0,0.88079708814621,3,63.3552703857422,-0.623116493225098,-1.76967298984528,6830
0,0.952574133872986,8,61.6475028991699,-0.72796231508255,-1.81283533573151,6831
0,0.982013761997223,3,58.5690307617188,-0.576291143894196,-1.63598120212555,6832
0,0.982013761997223,6,58.6306800842285,-0.730170905590057,-1.72724187374115,6833
0,0.993307173252106,,,-0.584007143974304,-1.65992975234985,6834
0,0.88079708814621,3,57.6368370056152,-0.263877600431442,-1.53444015979767,6835
0,0.982013761997223,8,56.7134094238281,-1.18077838420868,-1.58414900302887,6836
0,0.993307173252106,3,56.8307609558105,-0.359343528747559,-1.73633670806885,6837
0,0.982013761997223,3,56.8543090820313,-0.559674918651581,-1.58808469772339,6838
0,0.982013761997223,3,55.2935676574707,-0.187727943062782,-1.61692714691162,6839
0,0.997527360916138,4,53.4844551086426,1.30735111236572,-1.5640242099762,6840
0,0.993307173252106,5,55.0580825805664,1.87674522399902,-1.69660687446594,6841
0,0.997527360916138,3,52.7530708312988,1.05644130706787,-1.680872797966,6842
0,0.952574133872986,4,51.266471862793,2.04007434844971,-1.38156986236572,6843
0,0.952574133872986,6,52.0849914550781,1.36311042308807,-1.60267078876495,6844
0,0.997527360916138,,,1.38160228729248,-1.42700850963593,6845
0,0.999876618385315,4,50.5577926635742,2.32274413108826,-1.46177613735199,6846
0,0.999983310699463,0,50.4939231872559,1.18880212306976,-1.47657334804535,6847
0,0.88079708814621,1,140.780899047852,-1.87892699241638,-3.19476675987244,6852
0,0.88079708814621,5,101.197525024414,-5.44359111785889,-2.37599468231201,6857
0,0.88079708814621,1,101.185699462891,-4.73026275634766,-2.69382262229919,6860
